License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bucks,Does,Fawns
2006,444,R,316,1122,4,197,117,67,6,
2006,444,SUM,329,1152,4,207,121,74,6,
2006,450,N,25,84,3,33,13,18,2,
2006,450,R,609,1831,3,511,152,321,24,
2006,450,SUM,634,1915,3,544,165,339,26,
2006,455,N,0,0,0,0,0,0,0,
2006,455,R,10,18,2,5,5,0,0,
2006,455,SUM,10,18,2,5,5,0,0,
2006,470,N,10,37,4,4,2,1,0,
2006,470,R,293,816,3,194,130,61,0,
2006,470,SUM,303,852,3,197,132,62,0,
2006,471,N,18,140,8,26,7,19,1,
2006,471,R,277,662,2,213,73,132,5,
2006,471,SUM,295,802,3,239,80,150,6,
2006,473,N,12,93,8,13,13,0,0,
2006,473,R,133,423,3,87,79,6,0,
2006,473,SUM,145,516,4,100,93,6,0,
2006,480,N,169,686,4,196,93,95,9,
2006,480,R,940,3272,4,919,411,469,24,
2006,480,SUM,1109,3958,4,1115,504,564,33,
2006,481,N,158,620,4,189,83,99,2,
2006,481,R,888,2523,3,833,420,370,33,
2006,481,SUM,1046,3143,3,1022,503,470,34,
2006,490,N,48,125,3,63,22,37,2,
2006,490,R,416,1084,3,404,153,224,16,
2006,490,SUM,464,1209,3,467,174,262,18,
2006,491,N,27,75,3,30,11,17,2,
2006,491,R,219,491,2,215,80,131,5,
2006,491,SUM,245,566,2,246,91,148,7,
2006,4XX,N,35,128,4,0,0,0,0,
2006,4XX,N,35,128,4,0,0,0,0,
2006,4XX,N,35,128,4,0,0,0,0,
2006,4XX,N,35,128,4,0,0,0,0,
2006,4XX,R,275,993,4,0,0,0,0,
2006,4XX,R,275,993,4,0,0,0,0,
2006,4XX,R,275,993,4,0,0,0,0,
2006,4XX,R,275,993,4,0,0,0,0,
2006,4XX,SUM,309,1121,4,0,0,0,0,
2006,4XX,SUM,309,1121,4,0,0,0,0,
2006,4XX,SUM,309,1121,4,0,0,0,0,
2006,4XX,SUM,309,1121,4,0,0,0,0,
2006,500,N,37,121,3,59,26,26,7,
2006,500,R,429,1102,3,399,190,178,17,
2006,500,SUM,467,1223,3,458,216,204,24,
2006,501,N,67,254,4,83,44,39,0,
2006,501,R,506,1591,3,489,270,200,13,
2006,501,SUM,573,1845,3,571,313,239,13,
2006,510,N,35,135,4,38,25,11,0,
2006,510,R,251,598,2,159,100,57,3,
2006,510,SUM,286,732,3,197,125,68,3,
2006,511,N,18,41,2,19,17,2,0,
2006,511,R,214,731,3,142,99,37,0,
2006,511,SUM,232,772,3,160,116,39,0,
2006,512,N,5,18,3,5,5,0,0,
2006,512,R,65,248,4,47,33,13,0,
2006,512,SUM,70,266,4,51,38,13,0,
2006,513,N,64,248,4,81,66,15,0,
2006,513,R,682,1972,3,766,384,321,48,
2006,513,SUM,747,2220,3,848,450,336,48,
2006,514,N,11,46,4,10,8,2,0,
2006,514,R,131,612,5,80,54,24,0,
2006,514,SUM,142,658,5,89,62,25,0,
2006,530,N,141,508,4,177,115,55,6,
2006,530,R,936,2260,2,1159,627,495,24,
2006,530,SUM,1077,2768,3,1336,742,550,29,
2006,540,N,36,135,4,18,15,3,0,
2006,540,R,240,770,3,137,82,55,0,
2006,540,SUM,276,905,3,156,97,58,0,
2006,550,N,20,53,3,21,19,2,0,
2006,550,R,232,687,3,137,109,23,2,
2006,550,SUM,252,740,3,158,128,25,2,
2006,560,N,56,236,4,96,45,49,3,
2006,560,R,886,3202,4,930,416,495,9,
2006,560,SUM,943,3438,4,1025,461,544,12,
2006,570,N,46,161,4,76,54,14,6,
2006,570,R,479,1216,3,538,289,214,33,
2006,570,SUM,525,1377,3,614,343,227,39,
2006,571,N,27,126,5,30,20,10,0,
2006,571,R,293,705,2,323,183,131,4,
2006,571,SUM,320,831,3,353,204,141,4,
2006,572,N,30,81,3,31,22,9,0,
2006,572,R,206,602,3,125,79,44,2,
2006,572,SUM,236,683,3,156,101,52,2,
2006,590,N,79,288,4,130,85,44,0,
2006,590,R,430,1172,3,479,241,220,13,
2006,590,SUM,509,1460,3,610,326,263,13,
2006,5XX,N,19,71,4,0,0,0,0,
2006,5XX,N,19,71,4,0,0,0,0,
2006,5XX,N,19,71,4,0,0,0,0,
2006,5XX,N,19,71,4,0,0,0,0,
2006,5XX,R,73,162,2,0,0,0,0,
2006,5XX,R,73,162,2,0,0,0,0,
2006,5XX,R,73,162,2,0,0,0,0,
2006,5XX,R,73,162,2,0,0,0,0,
2006,5XX,SUM,92,232,3,0,0,0,0,
2006,5XX,SUM,92,232,3,0,0,0,0,
2006,5XX,SUM,92,232,3,0,0,0,0,
2006,5XX,SUM,92,232,3,0,0,0,0,
2006,600,N,86,328,4,85,64,18,2,
2006,600,R,850,2412,3,586,460,115,6,
2006,600,SUM,936,2739,3,671,524,132,8,
2006,620,N,82,283,3,73,57,16,0,
2006,620,R,718,2076,3,462,372,77,11,
2006,620,SUM,801,2359,3,535,429,93,11,
2006,630,N,22,77,4,13,12,1,0,
2006,630,R,162,652,4,54,45,7,0,
2006,630,SUM,184,729,4,67,57,8,0,
2006,650,N,82,333,4,60,36,23,2,
2006,650,R,469,1419,3,263,207,56,0,
2006,650,SUM,551,1752,3,323,243,78,2,
2006,670,N,23,96,4,24,16,8,0,
2006,670,R,273,960,4,162,137,23,1,
2006,670,SUM,295,1056,4,185,153,31,1,
2006,690,N,90,360,4,89,53,36,0,
2006,690,R,829,2265,3,596,371,201,11,
2006,690,SUM,919,2625,3,685,424,237,11,
2006,6XX,N,23,121,5,0,0,0,0,
2006,6XX,N,23,121,5,0,0,0,0,
2006,6XX,N,23,121,5,0,0,0,0,
2006,6XX,N,23,121,5,0,0,0,0,
2006,6XX,R,77,384,5,0,0,0,0,
2006,6XX,R,77,384,5,0,0,0,0,
2006,6XX,R,77,384,5,0,0,0,0,
2006,6XX,R,77,384,5,0,0,0,0,
2006,6XX,SUM,99,504,5,0,0,0,0,
2006,6XX,SUM,99,504,5,0,0,0,0,
2006,6XX,SUM,99,504,5,0,0,0,0,
2006,6XX,SUM,99,504,5,0,0,0,0,
2006,700,N,631,2418,4,931,412,457,49,
2006,700,R,3186,9422,3,4141,2088,1848,142,
2006,700,SUM,3818,11840,3,5072,2500,2305,191,
2006,701,N,646,2442,4,902,393,448,45,
2006,701,R,2012,5504,3,2524,1272,1076,112,
2006,701,SUM,2657,7946,3,3427,1665,1524,157,
2006,702,N,111,375,3,123,85,31,3,
2006,702,R,362,1047,3,349,194,132,17,
2006,702,SUM,474,1422,3,472,279,163,20,
2006,703,N,243,931,4,280,140,134,6,
2006,703,R,835,2723,3,676,450,209,10,
2006,703,SUM,1078,3654,3,955,589,343,16,
2006,704,N,318,1367,4,370,237,130,3,
2006,704,R,583,1660,3,652,341,287,14,
2006,704,SUM,901,3028,3,1022,578,417,17,
2006,705,N,942,3717,4,1327,687,563,58,
2006,705,R,844,2827,3,1265,565,636,34,
2006,705,SUM,1786,6544,4,2592,1252,1199,92,
2006,7XX,N,13,54,4,0,0,0,0,
2006,7XX,N,13,54,4,0,0,0,0,
2006,7XX,N,13,54,4,0,0,0,0,
2006,7XX,N,13,54,4,0,0,0,0,
2006,7XX,R,27,62,2,0,0,0,0,
2006,7XX,R,27,62,2,0,0,0,0,
2006,7XX,R,27,62,2,0,0,0,0,
2006,7XX,R,27,62,2,0,0,0,0,
2006,7XX,SUM,40,116,3,0,0,0,0,
2006,7XX,SUM,40,116,3,0,0,0,0,
2006,7XX,SUM,40,116,3,0,0,0,0,
2006,7XX,SUM,40,116,3,0,0,0,0,
2006,Reg_2,N,0,0,0,2,2,0,0,
2006,Reg_2,R,26,57,2,48,14,31,3,
2006,Reg_2,SUM,26,57,2,51,16,31,3,
2006,Reg_3,N,253,949,4,251,169,75,5,
2006,Reg_3,R,4198,13724,3,2649,1589,918,95,
2006,Reg_3,SUM,4451,14673,3,2900,1758,993,100,
2006,Reg_4,N,644,2574,4,740,368,344,20,
2006,Reg_4,R,6174,19325,3,5090,2433,2400,169,
2006,Reg_4,SUM,6818,21899,3,5830,2801,2744,189,
2006,Reg_5,N,687,2519,4,890,579,283,21,
2006,Reg_5,R,5990,17638,3,5949,3180,2519,171,
2006,Reg_5,SUM,6678,20157,3,6840,3758,2802,191,
2006,Reg_6,N,406,1598,4,358,252,101,4,
2006,Reg_6,R,3350,10166,3,2169,1623,495,29,
2006,Reg_6,SUM,3756,11764,3,2527,1875,596,33,
2006,Reg_7,N,2831,11305,4,3967,1967,1785,165,
2006,Reg_7,R,7678,23245,3,9638,4925,4203,328,
2006,Reg_7,SUM,10509,34549,3,13605,6892,5988,493,
2006,Reg_X,N,36,170,5,52,28,16,0,
2006,Reg_X,R,180,765,4,192,112,55,2,
2006,Reg_X,SUM,215,935,4,244,140,71,2,
2006,State,N,4841,19114,4,6261,3364,2604,214,
2006,State,R,27441,84921,3,25735,13875,10621,796,
2006,State,SUM,32282,104034,3,31996,17239,13225,1011,
2006,XXX,N,36,170,5,0,0,0,0,
2006,XXX,N,36,170,5,0,0,0,0,
2006,XXX,N,36,170,5,0,0,0,0,
2006,XXX,N,36,170,5,0,0,0,0,
2006,XXX,R,180,767,4,0,0,0,0,
2006,XXX,R,180,767,4,0,0,0,0,
2006,XXX,R,180,767,4,0,0,0,0,
2006,XXX,R,180,767,4,0,0,0,0,
2006,XXX,SUM,215,936,4,0,0,0,0,
2006,XXX,SUM,215,936,4,0,0,0,0,
2006,XXX,SUM,215,936,4,0,0,0,0,
2006,XXX,SUM,215,936,4,0,0,0,0,
2007,215,N,0,0,0,0,0,0,0,
2007,215,R,29,50,2,19,6,11,2,
2007,215,SUM,29,50,2,19,6,11,2,
2007,300,N,13,51,4,11,11,0,0,
2007,300,R,269,792,3,126,73,53,0,
2007,300,SUM,283,843,3,137,84,53,0,
2007,301,N,2,8,4,2,2,0,0,
2007,301,R,42,208,5,9,7,0,2,
2007,301,SUM,44,216,5,11,9,0,2,
2007,310,N,28,119,4,19,14,4,2,
2007,310,R,330,1145,4,184,100,84,0,
2007,310,SUM,358,1264,4,203,114,88,2,
2007,311,N,28,105,4,17,17,0,0,
2007,311,R,390,1822,5,296,158,125,13,
2007,311,SUM,419,1927,5,314,175,125,13,
2007,318,N,23,95,4,27,23,5,0,
2007,318,R,482,1326,3,287,157,122,8,
2007,318,SUM,505,1421,3,314,179,127,8,
2007,319,N,1,2,2,1,0,1,0,
2007,319,R,98,376,4,54,51,3,0,
2007,319,SUM,99,378,4,55,51,4,0,
2007,320,N,9,39,4,7,5,0,2,
2007,320,R,193,524,3,125,63,56,7,
2007,320,SUM,202,563,3,132,68,56,8,
2007,321,N,46,187,4,25,23,2,0,
2007,321,R,215,1043,5,133,99,34,0,
2007,321,SUM,262,1229,5,159,122,36,0,
2007,330,N,55,185,3,40,35,5,0,
2007,330,R,509,1307,3,375,166,205,4,
2007,330,SUM,564,1492,3,415,201,210,4,
2007,338,N,46,175,4,33,21,12,0,
2007,338,R,322,1123,4,186,147,39,0,
2007,338,SUM,368,1297,4,219,168,51,0,
2007,339,N,13,44,4,15,9,4,2,
2007,339,R,119,372,3,67,40,27,0,
2007,339,SUM,131,416,3,82,49,30,2,
2007,340,N,6,9,2,6,5,2,0,
2007,340,R,73,253,4,55,37,18,0,
2007,340,SUM,79,262,3,61,41,20,0,
2007,341,N,15,49,3,13,12,2,0,
2007,341,R,210,721,3,154,114,39,0,
2007,341,SUM,225,770,3,167,126,41,0,
2007,350,N,0,0,0,0,0,0,0,
2007,350,R,60,391,7,26,10,14,2,
2007,350,SUM,60,391,7,26,10,14,2,
2007,360,N,47,254,5,60,37,21,2,
2007,360,R,430,1301,3,416,204,213,0,
2007,360,SUM,477,1554,3,476,241,234,2,
2007,370,N,5,22,5,2,2,0,0,
2007,370,R,120,327,3,63,36,23,4,
2007,370,SUM,125,348,3,65,38,23,4,
2007,371,N,3,7,3,0,0,0,0,
2007,371,R,105,568,5,49,21,28,0,
2007,371,SUM,108,576,5,49,21,28,0,
2007,380,N,14,101,7,5,2,3,0,
2007,380,R,226,865,4,127,50,68,9,
2007,380,SUM,240,967,4,133,52,71,9,
2007,381,N,6,40,6,0,0,0,0,
2007,381,R,68,336,5,34,17,17,0,
2007,381,SUM,74,376,5,34,17,17,0,
2007,390,N,5,15,3,6,6,0,0,
2007,390,R,163,577,4,152,70,83,0,
2007,390,SUM,168,592,4,158,75,83,0,
2007,401,N,44,120,3,34,23,11,0,
2007,401,R,728,2339,3,611,308,298,5,
2007,401,SUM,771,2459,3,645,332,309,5,
2007,404,N,40,115,3,35,20,13,2,
2007,404,R,592,1854,3,391,198,189,3,
2007,404,SUM,632,1968,3,426,218,203,5,
2007,413,N,13,42,3,7,6,2,0,
2007,413,R,193,845,4,117,52,61,3,
2007,413,SUM,206,887,4,124,58,63,3,
2007,420,N,64,260,4,54,21,32,0,
2007,420,R,333,1030,3,289,149,136,5,
2007,420,SUM,397,1290,3,343,170,168,5,
2007,430,N,35,146,4,33,13,21,0,
2007,430,R,286,901,3,229,87,139,4,
2007,430,SUM,320,1047,3,262,99,159,4,
2007,440,N,21,88,4,13,8,5,0,
2007,440,R,210,738,4,160,71,89,0,
2007,440,SUM,230,826,4,173,79,94,0,
2007,441,N,0,0,0,0,0,0,0,
2007,441,R,10,24,2,10,10,0,0,
2007,441,SUM,10,24,2,10,10,0,0,
2007,444,N,25,97,4,23,13,11,0,
2007,444,R,291,1034,4,219,111,107,0,
2007,444,SUM,316,1131,4,242,124,118,0,
2007,450,N,34,148,4,20,13,7,0,
2007,450,R,435,1101,3,349,100,230,18,
2007,450,SUM,469,1249,3,368,113,238,18,
2007,455,N,0,0,0,0,0,0,0,
2007,455,R,19,52,3,5,5,0,0,
2007,455,SUM,19,52,3,5,5,0,0,
2007,470,N,21,101,5,12,12,0,0,
2007,470,R,279,984,4,179,87,92,0,
2007,470,SUM,299,1085,4,191,99,92,0,
2007,471,N,31,85,3,27,12,15,0,
2007,471,R,257,518,2,210,105,100,4,
2007,471,SUM,288,603,2,237,117,116,4,
2007,473,N,7,31,5,4,4,0,0,
2007,473,R,147,476,3,105,100,6,0,
2007,473,SUM,154,507,3,109,103,6,0,
2007,480,N,290,991,3,262,92,161,10,
2007,480,R,1098,3510,3,1241,543,668,30,
2007,480,SUM,1388,4501,3,1504,635,829,40,
2007,481,N,226,801,4,195,79,116,0,
2007,481,R,966,2873,3,886,397,473,17,
2007,481,SUM,1192,3674,3,1082,476,589,17,
2007,490,N,72,232,3,57,24,27,7,
2007,490,R,544,1709,3,534,143,366,25,
2007,490,SUM,616,1940,3,591,167,392,32,
2007,491,N,27,79,3,15,12,3,0,
2007,491,R,357,842,2,322,83,233,5,
2007,491,SUM,384,921,2,337,95,236,5,
2007,500,N,48,181,4,55,22,29,4,
2007,500,R,370,1150,3,289,110,170,9,
2007,500,SUM,419,1330,3,344,132,200,12,
2007,501,N,63,262,4,56,36,18,2,
2007,501,R,429,1130,3,459,200,241,17,
2007,501,SUM,492,1392,3,515,237,259,19,
2007,510,N,39,150,4,32,28,4,0,
2007,510,R,308,602,2,229,168,58,3,
2007,510,SUM,347,752,2,261,196,63,3,
2007,511,N,21,51,2,15,13,0,2,
2007,511,R,218,823,4,141,128,13,0,
2007,511,SUM,239,874,4,156,141,13,2,
2007,512,N,5,11,2,2,2,0,0,
2007,512,R,90,340,4,55,43,12,0,
2007,512,SUM,95,350,4,57,45,12,0,
2007,513,N,76,263,4,105,61,41,3,
2007,513,R,721,2170,3,758,335,395,28,
2007,513,SUM,797,2432,3,863,395,437,31,
2007,514,N,18,70,4,13,12,2,0,
2007,514,R,156,748,5,99,74,24,0,
2007,514,SUM,174,818,5,112,86,26,0,
2007,530,N,154,584,4,150,103,42,4,
2007,530,R,761,2088,3,792,406,372,13,
2007,530,SUM,915,2673,3,942,510,414,18,
2007,540,N,38,125,3,31,22,9,0,
2007,540,R,209,688,3,96,53,39,3,
2007,540,SUM,247,813,3,127,75,49,3,
2007,550,N,36,151,4,21,10,11,0,
2007,550,R,298,880,3,277,136,127,14,
2007,550,SUM,335,1031,3,298,146,138,14,
2007,560,N,58,218,4,52,29,24,0,
2007,560,R,936,2962,3,766,375,383,9,
2007,560,SUM,995,3180,3,818,403,406,9,
2007,570,N,70,448,6,59,47,11,2,
2007,570,R,460,1144,3,436,229,195,12,
2007,570,SUM,530,1592,3,496,276,205,15,
2007,571,N,34,109,3,28,25,4,0,
2007,571,R,336,766,2,235,154,74,7,
2007,571,SUM,370,875,2,263,179,77,7,
2007,572,N,43,141,3,37,33,2,2,
2007,572,R,264,671,3,121,91,30,0,
2007,572,SUM,308,811,3,159,124,32,2,
2007,590,N,138,536,4,193,125,60,8,
2007,590,R,441,1005,2,501,245,232,24,
2007,590,SUM,579,1541,3,693,370,291,32,
2007,600,N,96,343,4,84,76,8,0,
2007,600,R,953,3075,3,668,521,144,3,
2007,600,SUM,1050,3418,3,752,597,152,3,
2007,620,N,207,839,4,170,111,57,2,
2007,620,R,967,3366,4,852,530,300,22,
2007,620,SUM,1174,4206,4,1021,641,357,24,
2007,630,N,18,91,5,13,13,0,0,
2007,630,R,157,694,4,110,103,6,0,
2007,630,SUM,175,785,5,123,116,6,0,
2007,650,N,84,269,3,63,33,27,3,
2007,650,R,463,1501,3,332,275,54,4,
2007,650,SUM,547,1770,3,395,308,80,7,
2007,670,N,47,185,4,37,28,9,0,
2007,670,R,304,1063,4,162,117,45,0,
2007,670,SUM,352,1247,4,199,145,54,0,
2007,690,N,122,506,4,103,64,33,5,
2007,690,R,915,2460,3,774,444,321,10,
2007,690,SUM,1037,2965,3,877,508,354,15,
2007,700,N,643,2434,4,816,362,430,24,
2007,700,R,2720,8817,3,3533,1585,1834,114,
2007,700,SUM,3362,11250,3,4349,1947,2264,138,
2007,701,N,830,3181,4,811,390,399,22,
2007,701,R,2187,6350,3,2588,1174,1333,81,
2007,701,SUM,3017,9531,3,3399,1564,1732,103,
2007,702,N,183,707,4,190,73,113,4,
2007,702,R,535,1445,3,391,171,208,12,
2007,702,SUM,718,2152,3,580,244,320,16,
2007,703,N,390,1493,4,368,138,208,22,
2007,703,R,983,3330,3,1004,495,491,19,
2007,703,SUM,1372,4824,4,1373,633,699,41,
2007,704,N,581,2184,4,543,292,247,4,
2007,704,R,860,2807,3,839,473,352,14,
2007,704,SUM,1441,4990,4,1382,765,599,19,
2007,705,N,1326,4861,4,1507,728,752,27,
2007,705,R,1148,3696,3,1444,769,640,36,
2007,705,SUM,2474,8556,4,2950,1496,1391,63,
2007,Reg_2,R,29,50,2,19,6,11,2,
2007,Reg_2,SUM,29,50,2,19,6,11,2,
2007,Reg_3,N,361,1541,4,295,228,59,7,
2007,Reg_3,R,4349,15486,4,2923,1619,1255,48,
2007,Reg_3,SUM,4710,17027,4,3217,1847,1315,56,
2007,Reg_4,N,941,3375,4,799,354,426,19,
2007,Reg_4,R,6633,20838,3,5856,2549,3188,119,
2007,Reg_4,SUM,7574,24213,3,6655,2903,3614,138,
2007,Reg_5,N,839,3301,4,850,568,256,27,
2007,Reg_5,R,5963,17220,3,5270,2752,2377,140,
2007,Reg_5,SUM,6802,20521,3,6120,3320,2633,167,
2007,Reg_6,N,578,2307,4,480,334,135,11,
2007,Reg_6,R,3797,12471,3,2922,2015,869,38,
2007,Reg_6,SUM,4376,14777,3,3402,2349,1005,49,
2007,Reg_7,N,3888,14954,4,4257,1991,2158,108,
2007,Reg_7,R,8298,26745,3,9818,4672,4870,275,
2007,Reg_7,SUM,12185,41698,3,14075,6663,7028,384,
2007,Reg_X,N,23,98,4,13,2,11,0,
2007,Reg_X,SUM,42,160,4,13,2,11,0,
2007,State,N,6599,25574,4,6695,3477,3046,172,
2007,State,R,28909,92872,3,26807,13613,12571,623,
2007,State,SUM,35508,118445,3,33502,17090,15617,795,
2008,215,R,25,77,3,23,6,14,2,
2008,215,SUM,25,77,3,23,6,14,2,
2008,291,R,5,5,1,4,0,4,0,
2008,291,SUM,5,5,1,4,0,4,0,
2008,300,N,27,112,4,13,13,0,0,
2008,300,R,212,571,3,114,77,37,0,
2008,300,SUM,240,683,3,127,90,37,0,
2008,301,N,6,28,5,0,0,0,0,
2008,301,R,15,40,3,15,8,7,0,
2008,301,SUM,21,68,3,15,8,7,0,
2008,310,N,20,96,5,16,16,0,0,
2008,310,R,311,1025,3,210,94,115,2,
2008,310,SUM,331,1121,3,227,110,115,2,
2008,311,N,19,80,4,20,10,9,0,
2008,311,R,408,1876,5,288,143,140,5,
2008,311,SUM,427,1956,5,307,153,149,5,
2008,318,N,14,94,7,10,8,0,2,
2008,318,R,433,1345,3,254,143,110,2,
2008,318,SUM,447,1438,3,264,150,110,4,
2008,319,N,6,16,3,0,0,0,0,
2008,319,R,76,302,4,37,27,10,0,
2008,319,SUM,82,318,4,37,27,10,0,
2008,320,N,16,51,3,12,7,5,0,
2008,320,R,177,696,4,92,52,40,0,
2008,320,SUM,194,747,4,104,59,45,0,
2008,321,N,31,101,3,17,17,0,0,
2008,321,R,254,1030,4,150,109,41,0,
2008,321,SUM,285,1131,4,167,126,41,0,
2008,330,N,61,220,4,47,31,17,0,
2008,330,R,548,1389,3,340,182,141,16,
2008,330,SUM,608,1608,3,387,213,158,16,
2008,338,N,44,181,4,36,23,13,0,
2008,338,R,306,974,3,206,121,85,0,
2008,338,SUM,351,1155,3,242,144,98,0,
2008,339,N,12,68,6,5,5,0,0,
2008,339,R,97,379,4,55,34,21,0,
2008,339,SUM,109,448,4,60,39,21,0,
2008,340,N,8,27,4,6,5,2,0,
2008,340,R,113,388,3,69,46,24,0,
2008,340,SUM,121,415,3,76,50,25,0,
2008,341,N,10,28,3,7,7,0,0,
2008,341,R,203,819,4,163,99,62,2,
2008,341,SUM,213,847,4,170,106,62,2,
2008,350,N,7,27,4,4,3,1,0,
2008,350,R,59,224,4,28,19,9,0,
2008,350,SUM,66,251,4,32,22,10,0,
2008,360,N,47,286,6,37,30,7,0,
2008,360,R,415,1301,3,406,231,166,9,
2008,360,SUM,462,1587,3,444,261,174,9,
2008,370,N,0,0,0,0,0,0,0,
2008,370,R,119,437,4,42,27,15,0,
2008,370,SUM,119,437,4,42,27,15,0,
2008,371,N,3,16,5,3,0,3,0,
2008,371,R,96,346,4,56,25,31,0,
2008,371,SUM,99,362,4,59,25,34,0,
2008,380,N,5,31,7,3,3,0,0,
2008,380,R,225,1195,5,93,36,48,9,
2008,380,SUM,230,1227,5,96,39,48,9,
2008,381,N,0,0,0,0,0,0,0,
2008,381,R,40,220,6,14,11,4,0,
2008,381,SUM,40,220,6,14,11,4,0,
2008,388,N,3,14,5,2,0,2,0,
2008,388,R,131,829,6,53,34,19,0,
2008,388,SUM,134,843,6,55,34,21,0,
2008,390,N,10,43,4,9,6,1,3,
2008,390,R,187,896,5,147,52,89,6,
2008,390,SUM,197,940,5,157,58,90,9,
2008,401,N,53,164,3,35,14,18,3,
2008,401,R,829,2693,3,649,343,280,26,
2008,401,SUM,882,2856,3,684,358,297,30,
2008,404,N,40,140,4,20,20,0,0,
2008,404,R,628,2379,4,387,186,194,7,
2008,404,SUM,668,2520,4,407,206,194,7,
2008,413,N,9,53,6,4,3,1,0,
2008,413,R,167,644,4,102,49,51,2,
2008,413,SUM,176,697,4,106,52,53,2,
2008,420,N,42,182,4,15,10,3,2,
2008,420,R,232,716,3,109,59,47,3,
2008,420,SUM,274,898,3,124,69,50,5,
2008,430,N,16,62,4,9,7,3,0,
2008,430,R,200,529,3,114,75,34,6,
2008,430,SUM,216,591,3,124,82,36,6,
2008,440,N,9,17,2,8,3,5,0,
2008,440,R,187,689,4,82,46,36,0,
2008,440,SUM,196,705,4,91,49,42,0,
2008,441,N,0,0,0,0,0,0,0,
2008,441,R,12,48,4,7,7,0,0,
2008,441,SUM,12,48,4,7,7,0,0,
2008,444,N,8,29,4,8,6,2,0,
2008,444,R,244,953,4,144,90,54,0,
2008,444,SUM,251,982,4,151,95,56,0,
2008,450,N,28,98,4,26,11,12,3,
2008,450,R,370,1093,3,203,86,118,0,
2008,450,SUM,398,1191,3,229,97,129,3,
2008,455,N,0,0,0,0,0,0,0,
2008,455,R,13,35,3,3,3,0,0,
2008,455,SUM,13,35,3,3,3,0,0,
2008,470,N,24,117,5,17,9,8,0,
2008,470,R,270,913,3,164,120,45,0,
2008,470,SUM,294,1031,4,181,128,53,0,
2008,471,N,3,21,8,3,1,2,0,
2008,471,R,102,379,4,42,27,16,0,
2008,471,SUM,105,400,4,45,28,17,0,
2008,473,N,9,24,3,7,5,2,0,
2008,473,R,162,370,2,123,105,18,0,
2008,473,SUM,171,394,2,130,110,20,0,
2008,480,N,258,1125,4,223,101,113,9,
2008,480,R,1034,3491,3,729,373,339,16,
2008,480,SUM,1292,4616,4,951,474,452,26,
2008,481,N,218,879,4,166,91,71,4,
2008,481,R,940,3292,4,575,321,244,9,
2008,481,SUM,1158,4171,4,741,412,315,13,
2008,490,N,43,129,3,35,26,7,2,
2008,490,R,355,1025,3,217,130,83,4,
2008,490,SUM,399,1155,3,253,156,90,7,
2008,491,N,44,141,3,39,16,23,0,
2008,491,R,301,825,3,219,105,109,5,
2008,491,SUM,344,966,3,258,121,132,5,
2008,500,N,78,260,3,40,31,6,3,
2008,500,R,315,928,3,136,86,40,9,
2008,500,SUM,393,1188,3,175,117,46,12,
2008,501,N,50,173,4,37,33,3,0,
2008,501,R,382,1063,3,206,113,84,10,
2008,501,SUM,432,1236,3,242,146,87,10,
2008,510,N,95,328,4,86,67,19,0,
2008,510,R,324,861,3,271,144,127,0,
2008,510,SUM,419,1188,3,357,211,146,0,
2008,511,N,26,78,3,12,12,0,0,
2008,511,R,261,905,4,168,136,26,6,
2008,511,SUM,287,983,3,181,149,26,6,
2008,512,N,6,17,3,3,3,0,0,
2008,512,R,69,257,4,49,32,17,0,
2008,512,SUM,75,275,4,52,35,17,0,
2008,513,N,71,212,3,38,35,3,0,
2008,513,R,477,1257,3,287,183,89,16,
2008,513,SUM,548,1469,3,325,217,92,16,
2008,514,N,20,71,4,16,16,0,0,
2008,514,R,122,368,3,58,45,12,0,
2008,514,SUM,142,439,3,73,61,12,0,
2008,530,N,132,534,4,92,74,14,3,
2008,530,R,537,1293,2,301,222,79,0,
2008,530,SUM,669,1827,3,393,296,94,3,
2008,540,N,37,163,4,21,17,4,0,
2008,540,R,225,694,3,103,65,38,0,
2008,540,SUM,262,857,3,123,82,42,0,
2008,550,N,19,74,4,9,9,0,0,
2008,550,R,221,751,3,88,65,23,0,
2008,550,SUM,240,825,3,97,74,23,0,
2008,560,N,24,65,3,11,9,2,0,
2008,560,R,476,1483,3,233,173,57,3,
2008,560,SUM,500,1548,3,243,182,58,3,
2008,570,N,96,305,3,66,55,11,0,
2008,570,R,730,2104,3,413,293,111,9,
2008,570,SUM,826,2409,3,479,348,122,9,
2008,590,N,136,516,4,116,69,45,2,
2008,590,R,448,1357,3,309,171,119,18,
2008,590,SUM,583,1873,3,425,240,164,20,
2008,600,N,148,580,4,104,86,17,0,
2008,600,R,910,2962,3,569,418,145,7,
2008,600,SUM,1058,3541,3,673,504,162,7,
2008,620,N,188,705,4,141,73,61,7,
2008,620,R,1002,3411,3,666,444,209,13,
2008,620,SUM,1191,4116,4,807,516,270,20,
2008,630,N,28,104,4,14,12,1,2,
2008,630,R,185,790,4,78,66,11,1,
2008,630,SUM,213,895,4,93,77,12,3,
2008,650,N,92,410,5,78,46,32,0,
2008,650,R,505,1612,3,281,224,55,3,
2008,650,SUM,597,2023,3,359,270,86,3,
2008,670,N,44,131,3,25,22,3,0,
2008,670,R,275,837,3,177,134,41,2,
2008,670,SUM,319,968,3,203,157,44,2,
2008,690,N,123,424,4,90,56,34,0,
2008,690,R,862,2555,3,543,332,201,11,
