License Year, Hunting District,Deer Species,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bucks,Does,Fawns,Bow,Rifle,Less than 4 Points, 4 or More Points
2004,285,wt,N,198,1148,6,69,64,5,0,4,66,14,47
2004,285,wt,R,2729,15151,6,1148,755,368,21,65,1083,309,409
2004,285,wt,SUM,2927,16299,6,1217,819,373,21,68,1149,324,455
2004,290,all_deer,N,18,144,8,9,9,0,0,6,4,0,9
2004,290,all_deer,R,203,1438,7,105,49,56,0,49,56,11,34
2004,290,all_deer,SUM,221,1582,7,114,58,56,0,55,59,11,43
2004,290,md,N,18,144,8,0,0,0,0,0,0,0,0
2004,290,md,R,203,1438,7,8,8,0,0,3,6,1,7
2004,290,md,SUM,221,1582,7,8,8,0,0,3,6,1,7
2004,290,wt,N,18,144,8,9,9,0,0,6,4,0,9
2004,290,wt,R,203,1438,7,92,40,52,0,46,46,9,27
2004,290,wt,SUM,221,1582,7,101,49,52,0,52,50,9,36
2004,291,all_deer,N,38,237,6,7,3,4,0,0,7,0,3
2004,291,all_deer,R,471,2957,6,196,164,33,0,3,194,57,104
2004,291,all_deer,SUM,509,3194,6,203,166,37,0,3,200,57,107
2004,291,md,N,38,237,6,7,3,4,0,0,7,0,3
2004,291,md,R,471,2957,6,163,134,30,0,3,161,43,88
2004,291,md,SUM,509,3194,6,170,137,34,0,3,168,43,91
2004,291,wt,N,38,237,6,0,0,0,0,0,0,0,0
2004,291,wt,R,471,2957,6,33,30,3,0,0,33,14,16
2004,291,wt,SUM,509,3194,6,33,30,3,0,0,33,14,16
2004,292,all_deer,N,75,446,6,47,44,0,3,0,47,17,27
2004,292,all_deer,R,1836,11874,7,650,581,65,4,13,637,287,277
2004,292,all_deer,SUM,1911,12320,6,697,626,65,7,13,684,304,305
2004,292,md,N,75,446,6,41,41,0,0,0,41,17,24
2004,292,md,R,1836,11874,7,279,277,2,0,2,277,165,110
2004,292,md,SUM,1911,12320,6,320,318,2,0,2,317,182,134
2004,292,wt,N,75,446,6,7,4,0,3,0,7,0,4
2004,292,wt,R,1836,11874,7,371,304,62,4,10,360,122,167
2004,292,wt,SUM,1911,12320,6,377,308,62,7,10,367,122,170
2004,293,all_deer,N,99,499,5,27,27,0,0,0,27,11,9
2004,293,all_deer,R,929,5689,6,307,279,27,1,7,300,112,168
2004,293,all_deer,SUM,1028,6188,6,334,306,27,1,7,327,122,177
2004,293,md,N,99,499,5,18,18,0,0,0,18,11,4
2004,293,md,R,929,5689,6,164,164,0,0,4,160,78,86
2004,293,md,SUM,1028,6188,6,182,182,0,0,4,178,89,90
2004,293,wt,N,99,499,5,9,9,0,0,0,9,0,6
2004,293,wt,R,929,5689,6,143,115,27,1,3,140,34,82
2004,293,wt,SUM,1028,6188,6,153,125,27,1,3,149,34,88
2004,2XX,all_deer,N,5,19,4,5,3,3,0,0,5,0,3
2004,2XX,all_deer,R,46,207,5,24,16,5,3,7,16,0,16
2004,2XX,all_deer,SUM,51,226,4,29,18,7,3,7,22,0,18
2004,2XX,md,N,5,19,4,5,3,3,0,0,5,0,3
2004,2XX,md,R,46,207,5,8,8,0,0,4,4,0,8
2004,2XX,md,SUM,51,226,4,13,11,3,0,4,9,0,11
2004,2XX,wt,R,46,207,5,16,8,5,3,3,12,0,8
2004,2XX,wt,SUM,51,226,4,16,8,5,3,3,12,0,8
2004,300,all_deer,N,65,285,4,18,12,6,0,4,14,5,7
2004,300,all_deer,R,233,1137,5,81,34,42,6,0,81,9,24
2004,300,all_deer,SUM,299,1423,5,99,46,47,6,4,95,14,31
2004,300,md,N,65,285,4,16,12,4,0,4,12,5,7
2004,300,md,R,233,1137,5,54,27,25,1,0,54,7,18
2004,300,md,SUM,299,1423,5,70,39,29,1,4,66,12,25
2004,300,wt,N,65,285,4,0,0,0,0,0,0,0,0
2004,300,wt,R,233,1137,5,24,7,15,3,0,24,2,6
2004,300,wt,SUM,299,1423,5,24,7,15,3,0,24,2,6
2004,301,all_deer,N,98,409,4,25,14,11,0,0,25,4,11
2004,301,all_deer,R,954,4974,5,448,277,165,6,43,405,100,169
2004,301,all_deer,SUM,1052,5383,5,472,291,176,6,43,430,104,179
2004,301,md,N,98,409,4,11,11,0,0,0,11,4,7
2004,301,md,R,954,4974,5,125,101,23,0,16,109,58,40
2004,301,md,SUM,1052,5383,5,135,112,23,0,16,120,61,47
2004,301,wt,N,98,409,4,14,4,11,0,0,14,0,4
2004,301,wt,R,954,4974,5,323,175,142,6,27,296,43,129
2004,301,wt,SUM,1052,5383,5,337,179,153,6,27,310,43,132
2004,302,all_deer,N,195,700,4,86,68,18,0,4,82,44,25
2004,302,all_deer,R,315,1579,5,98,42,55,0,0,98,14,27
2004,302,all_deer,SUM,510,2280,5,184,111,73,0,4,180,58,51
2004,302,md,N,195,700,4,74,62,12,0,4,71,41,21
2004,302,md,R,315,1579,5,84,34,50,0,0,84,14,18
2004,302,md,SUM,510,2280,5,158,96,62,0,4,155,55,39
2004,302,wt,N,195,700,4,9,6,4,0,0,9,2,4
2004,302,wt,R,315,1579,5,14,8,5,0,0,14,0,8
2004,302,wt,SUM,510,2280,5,23,14,9,0,0,23,2,12
2004,310,all_deer,N,59,340,6,7,7,0,0,0,7,0,7
2004,310,all_deer,R,225,1098,5,45,29,16,0,9,36,3,26
2004,310,all_deer,SUM,284,1438,5,52,36,16,0,9,43,3,33
2004,310,md,N,59,340,6,7,7,0,0,0,7,0,7
2004,310,md,R,225,1098,5,37,27,10,0,7,30,3,24
2004,310,md,SUM,284,1438,5,44,34,10,0,7,37,3,31
2004,310,wt,N,59,340,6,0,0,0,0,0,0,0,0
2004,310,wt,R,225,1098,5,8,2,6,0,2,6,0,2
2004,310,wt,SUM,284,1438,5,8,2,6,0,2,6,0,2
2004,311,all_deer,N,140,623,5,64,40,15,9,2,61,11,29
2004,311,all_deer,R,1762,8951,5,1220,650,554,16,84,1135,267,373
2004,311,all_deer,SUM,1902,9574,5,1283,690,569,25,87,1197,278,402
2004,311,md,N,140,623,5,29,21,7,1,0,29,7,14
2004,311,md,R,1762,8951,5,465,301,160,4,10,455,165,130
2004,311,md,SUM,1902,9574,5,494,322,166,6,10,484,172,145
2004,311,wt,N,140,623,5,35,19,8,8,2,32,4,15
2004,311,wt,R,1762,8951,5,753,349,393,12,75,678,102,242
2004,311,wt,SUM,1902,9574,5,788,368,401,19,77,711,106,257
2004,312,all_deer,N,88,400,5,58,40,18,0,2,56,11,28
2004,312,all_deer,R,1503,8342,6,980,515,447,18,75,906,154,337
2004,312,all_deer,SUM,1591,8742,6,1038,555,465,18,76,961,165,365
2004,312,md,N,88,400,5,22,19,2,0,0,22,7,12
2004,312,md,R,1503,8342,6,274,173,98,3,11,263,72,93
2004,312,md,SUM,1591,8742,6,296,192,100,3,11,285,79,106
2004,312,wt,N,88,400,5,32,17,16,0,2,31,4,12
2004,312,wt,R,1503,8342,6,706,342,350,14,64,642,83,244
2004,312,wt,SUM,1591,8742,6,739,359,365,14,66,673,87,256
2004,313,all_deer,N,130,697,5,85,85,0,0,0,85,30,54
2004,313,all_deer,R,424,2223,5,216,144,71,0,2,214,91,46
2004,313,all_deer,SUM,553,2919,5,300,229,71,0,2,299,121,101
2004,313,md,N,130,697,5,78,78,0,0,0,78,30,47
2004,313,md,R,424,2223,5,192,134,58,0,0,192,87,45
2004,313,md,SUM,553,2919,5,270,211,58,0,0,270,118,92
2004,313,wt,N,130,697,5,7,7,0,0,0,7,0,7
2004,313,wt,R,424,2223,5,22,9,13,0,2,20,3,2
2004,313,wt,SUM,553,2919,5,29,16,13,0,2,27,3,9
2004,314,all_deer,N,456,2291,5,172,153,19,0,11,161,34,115
2004,314,all_deer,R,994,5492,6,591,377,203,11,10,581,164,208
2004,314,all_deer,SUM,1450,7784,5,763,530,222,11,21,742,198,323
2004,314,md,N,456,2291,5,130,122,8,0,7,123,25,98
2004,314,md,R,994,5492,6,398,302,95,2,5,394,142,157
2004,314,md,SUM,1450,7784,5,529,424,103,2,12,517,167,254
2004,314,wt,N,456,2291,5,41,31,11,0,4,38,9,18
2004,314,wt,R,994,5492,6,193,75,109,9,6,187,22,51
2004,314,wt,SUM,1450,7784,5,234,106,119,9,9,225,32,69
2004,315,all_deer,N,370,1541,4,269,184,75,10,19,250,48,133
2004,315,all_deer,R,1747,7934,5,1316,632,669,16,49,1267,291,336
2004,315,all_deer,SUM,2117,9475,5,1585,816,744,25,68,1517,339,469
2004,315,md,N,370,1541,4,159,127,29,3,4,155,34,89
2004,315,md,R,1747,7934,5,646,371,273,2,10,636,211,160
2004,315,md,SUM,2117,9475,5,804,497,302,5,14,791,245,249
2004,315,wt,N,370,1541,4,106,58,41,7,16,90,14,44
2004,315,wt,R,1747,7934,5,670,261,396,14,39,632,80,176
2004,315,wt,SUM,2117,9475,5,776,319,437,20,54,722,94,220
2004,316,all_deer,N,123,731,6,25,25,0,0,0,25,7,18
2004,316,all_deer,R,29,225,8,2,2,0,0,0,2,2,0
2004,316,all_deer,SUM,152,956,6,27,27,0,0,0,27,9,18
2004,316,md,N,123,731,6,25,25,0,0,0,25,7,18
2004,316,md,R,29,225,8,2,2,0,0,0,2,2,0
2004,316,md,SUM,152,956,6,27,27,0,0,0,27,9,18
2004,317,all_deer,N,139,621,5,85,66,19,0,7,78,7,50
2004,317,all_deer,R,716,3427,5,502,333,167,3,30,473,105,222
2004,317,all_deer,SUM,855,4048,5,587,398,187,3,37,551,112,272
2004,317,md,N,139,621,5,44,39,5,0,0,44,7,28
2004,317,md,R,716,3427,5,183,167,16,0,5,178,78,90
2004,317,md,SUM,855,4048,5,227,206,21,0,5,222,85,118
2004,317,wt,N,139,621,5,37,23,14,0,7,30,0,18
2004,317,wt,R,716,3427,5,320,165,152,3,24,295,27,133
2004,317,wt,SUM,855,4048,5,357,189,166,3,31,326,27,150
2004,318,all_deer,N,29,192,7,15,12,4,0,4,12,6,5
2004,318,all_deer,R,435,3290,8,165,141,23,0,7,158,57,67
2004,318,all_deer,SUM,464,3481,8,180,153,27,0,10,169,63,72
2004,318,md,N,29,192,7,15,12,4,0,4,12,6,5
2004,318,md,R,435,3290,8,152,130,22,0,7,145,51,63
2004,318,md,SUM,464,3481,8,167,142,25,0,10,157,58,69
2004,318,wt,N,29,192,7,0,0,0,0,0,0,0,0
2004,318,wt,R,435,3290,8,11,10,2,0,0,11,4,4
2004,318,wt,SUM,464,3481,8,11,10,2,0,0,11,4,4
2004,319,all_deer,N,85,525,6,27,22,3,1,4,23,6,8
2004,319,all_deer,R,653,4854,7,175,81,94,0,8,167,39,27
2004,319,all_deer,SUM,738,5379,7,202,103,98,1,12,190,45,35
2004,319,md,N,85,525,6,26,22,2,1,4,22,6,8
2004,319,md,R,653,4854,7,150,73,76,0,8,141,35,23
2004,319,md,SUM,738,5379,7,175,96,78,1,12,163,41,31
2004,319,wt,N,85,525,6,1,0,1,0,0,1,0,0
2004,319,wt,R,653,4854,7,25,7,18,0,0,25,4,4
2004,319,wt,SUM,738,5379,7,27,7,19,0,0,27,4,4
2004,320,all_deer,N,282,1192,4,140,86,48,5,4,135,32,52
2004,320,all_deer,R,1157,6266,5,801,408,377,14,19,782,102,287
2004,320,all_deer,SUM,1438,7458,5,940,494,425,20,24,917,134,339
2004,320,md,N,282,1192,4,48,39,9,0,4,43,25,14
2004,320,md,R,1157,6266,5,210,108,102,0,3,207,43,54
2004,320,md,SUM,1438,7458,5,257,147,111,0,7,250,67,68
2004,320,wt,N,282,1192,4,92,47,40,5,0,92,7,38
2004,320,wt,R,1157,6266,5,586,298,272,14,16,570,57,233
2004,320,wt,SUM,1438,7458,5,678,345,312,20,16,662,65,270
2004,321,all_deer,N,154,947,6,14,7,7,0,11,4,4,4
2004,321,all_deer,R,484,2834,6,84,56,26,2,15,69,29,23
2004,321,all_deer,SUM,638,3781,6,98,63,33,2,26,72,33,26
2004,321,md,N,154,947,6,7,7,0,0,7,0,4,4
2004,321,md,R,484,2834,6,60,43,15,2,15,45,27,15
2004,321,md,SUM,638,3781,6,67,50,15,2,22,45,31,19
2004,321,wt,N,154,947,6,4,0,4,0,0,4,0,0
2004,321,wt,R,484,2834,6,24,13,11,0,0,24,2,7
2004,321,wt,SUM,638,3781,6,28,13,14,0,0,28,2,7
2004,322,all_deer,N,204,807,4,124,60,54,9,19,105,14,46
2004,322,all_deer,R,1054,4587,4,1040,308,709,22,37,1003,89,199
2004,322,all_deer,SUM,1257,5394,4,1164,368,763,31,56,1108,103,245
2004,322,md,N,204,807,4,38,21,15,2,4,34,14,7
2004,322,md,R,1054,4587,4,106,54,50,2,3,103,33,20
2004,322,md,SUM,1257,5394,4,144,76,64,4,7,137,47,27
2004,322,wt,N,204,807,4,80,39,35,7,15,65,0,39
2004,322,wt,R,1054,4587,4,929,252,655,20,34,896,56,177
2004,322,wt,SUM,1257,5394,4,1010,291,690,27,49,961,56,216
2004,323,all_deer,N,213,1230,6,42,25,17,0,11,32,14,11
2004,323,all_deer,R,218,1012,5,57,29,27,2,1,56,18,11
2004,323,all_deer,SUM,431,2243,5,100,54,44,2,12,88,32,22
2004,323,md,N,213,1230,6,30,18,12,0,7,23,14,4
2004,323,md,R,218,1012,5,43,22,21,0,1,42,16,6
2004,323,md,SUM,431,2243,5,73,40,34,0,8,65,30,10
2004,323,wt,N,213,1230,6,7,7,0,0,0,7,0,7
2004,323,wt,R,218,1012,5,14,7,6,2,0,14,2,5
2004,323,wt,SUM,431,2243,5,22,14,6,2,0,22,2,13
2004,324,all_deer,N,266,1550,6,54,39,12,4,4,51,2,37
2004,324,all_deer,R,371,2116,6,123,63,60,0,2,121,17,37
2004,324,all_deer,SUM,636,3666,6,177,102,72,4,5,172,18,74
2004,324,md,N,266,1550,6,10,9,2,0,0,10,2,7
2004,324,md,R,371,2116,6,61,40,21,0,2,60,11,20
2004,324,md,SUM,636,3666,6,71,49,23,0,2,70,12,27
2004,324,wt,N,266,1550,6,44,30,11,4,4,41,0,30
2004,324,wt,R,371,2116,6,60,22,38,0,0,60,6,16
2004,324,wt,SUM,636,3666,6,105,52,49,4,4,101,6,46
2004,325,all_deer,N,330,1326,4,217,152,61,4,0,217,98,53
2004,325,all_deer,R,929,4955,5,603,289,312,3,19,584,136,145
2004,325,all_deer,SUM,1259,6281,5,820,440,373,7,19,800,235,198
2004,325,md,N,330,1326,4,161,126,35,0,0,161,95,32
2004,325,md,R,929,4955,5,433,214,216,3,9,423,119,90
2004,325,md,SUM,1259,6281,5,594,340,251,3,9,585,214,121
2004,325,wt,N,330,1326,4,48,22,22,4,0,48,0,22
2004,325,wt,R,929,4955,5,170,75,95,0,10,160,17,55
2004,325,wt,SUM,1259,6281,5,219,97,118,4,10,208,17,76
2004,326,all_deer,N,339,1255,4,193,106,76,11,0,193,48,58
2004,326,all_deer,R,706,2975,4,481,220,257,4,3,478,118,88
2004,326,all_deer,SUM,1045,4230,4,674,326,334,15,3,671,165,146
2004,326,md,N,339,1255,4,124,76,45,4,0,124,44,32
2004,326,md,R,706,2975,4,363,172,189,2,3,360,103,60
2004,326,md,SUM,1045,4230,4,487,248,234,6,3,484,147,92
2004,326,wt,N,339,1255,4,56,23,28,5,0,56,4,19
2004,326,wt,R,706,2975,4,118,48,68,2,0,118,15,28
2004,326,wt,SUM,1045,4230,4,175,71,96,8,0,175,19,47
2004,327,all_deer,N,200,1279,6,21,18,0,0,0,21,2,16
2004,327,all_deer,R,274,1512,6,40,35,4,0,0,40,8,27
2004,327,all_deer,SUM,474,2790,6,61,53,4,0,0,61,10,43
2004,327,md,N,200,1279,6,18,18,0,0,0,18,2,16
2004,327,md,R,274,1512,6,25,25,0,0,0,25,8,17
2004,327,md,SUM,474,2790,6,42,42,0,0,0,42,10,33
2004,327,wt,N,200,1279,6,0,0,0,0,0,0,0,0
2004,327,wt,R,274,1512,6,14,9,4,0,0,14,0,9
2004,327,wt,SUM,474,2790,6,14,9,4,0,0,14,0,9
2004,328,all_deer,N,218,1045,5,32,32,0,0,7,25,21,11
2004,328,all_deer,R,180,870,5,26,13,11,2,0,26,2,11
2004,328,all_deer,SUM,398,1916,5,58,45,11,2,7,50,23,22
2004,328,md,N,218,1045,5,28,28,0,0,4,25,21,7
2004,328,md,R,180,870,5,17,7,10,0,0,17,2,5
2004,328,md,SUM,398,1916,5,45,35,10,0,4,41,23,12
2004,328,wt,N,218,1045,5,0,0,0,0,0,0,0,0
2004,328,wt,R,180,870,5,9,6,1,2,0,9,0,6
2004,328,wt,SUM,398,1916,5,9,6,1,2,0,9,0,6
2004,329,all_deer,N,337,1781,5,37,34,4,0,11,27,23,11
2004,329,all_deer,R,630,3264,5,148,90,58,0,3,145,56,30
2004,329,all_deer,SUM,967,5045,5,185,124,61,0,14,171,80,40
2004,329,md,N,337,1781,5,37,34,4,0,11,27,23,11
2004,329,md,R,630,3264,5,87,60,27,0,0,87,45,13
2004,329,md,SUM,967,5045,5,124,94,30,0,11,113,68,24
2004,329,wt,N,337,1781,5,0,0,0,0,0,0,0,0
2004,329,wt,R,630,3264,5,61,30,31,0,3,58,12,16
2004,329,wt,SUM,967,5045,5,61,30,31,0,3,58,12,16
2004,330,all_deer,N,376,1951,5,137,99,33,5,2,135,44,55
2004,330,all_deer,R,659,3015,5,417,197,211,10,12,405,68,115
2004,330,all_deer,SUM,1035,4966,5,554,296,244,15,14,540,112,169
2004,330,md,N,376,1951,5,79,61,13,5,1,78,37,24
2004,330,md,R,659,3015,5,167,93,73,2,4,164,49,31
2004,330,md,SUM,1035,4966,5,246,154,86,7,5,241,86,55
2004,330,wt,N,376,1951,5,50,31,19,0,1,49,4,28
2004,330,wt,R,659,3015,5,248,102,138,8,9,240,17,83
2004,330,wt,SUM,1035,4966,5,298,133,157,8,10,288,21,111
2004,331,all_deer,N,324,1580,5,90,70,11,5,2,88,42,27
2004,331,all_deer,R,1334,8479,6,491,302,179,10,13,478,146,91
2004,331,all_deer,SUM,1658,10060,6,581,372,190,15,15,566,188,118
2004,331,md,N,324,1580,5,63,57,6,0,2,61,39,18
2004,331,md,R,1334,8479,6,321,233,83,5,7,314,131,54
2004,331,md,SUM,1658,10060,6,384,290,89,5,9,375,170,72
2004,331,wt,N,324,1580,5,24,13,5,5,0,24,4,9
2004,331,wt,R,1334,8479,6,170,69,96,5,6,164,15,37
2004,331,wt,SUM,1658,10060,6,194,82,101,11,6,188,19,47
2004,332,all_deer,N,211,1110,5,26,21,5,0,7,19,14,4
2004,332,all_deer,R,402,2197,6,72,54,18,0,1,71,38,15
2004,332,all_deer,SUM,613,3307,5,99,75,23,0,9,90,52,19
2004,332,md,N,211,1110,5,26,21,5,0,7,19,14,4
2004,332,md,R,402,2197,6,46,39,7,0,1,44,32,6
2004,332,md,SUM,613,3307,5,72,60,12,0,9,63,46,9
2004,332,wt,N,211,1110,5,0,0,0,0,0,0,0,0
2004,332,wt,R,402,2197,6,27,15,11,0,0,27,6,10
2004,332,wt,SUM,613,3307,5,27,15,11,0,0,27,6,10
2004,333,all_deer,N,130,731,6,65,23,34,9,4,62,2,22
2004,333,all_deer,R,1658,8603,5,1268,529,724,14,37,1231,146,358
2004,333,all_deer,SUM,1788,9334,5,1333,552,758,22,40,1293,148,379
2004,333,md,N,130,731,6,21,12,5,3,4,17,2,11
2004,333,md,R,1658,8603,5,475,188,282,5,13,463,81,100
2004,333,md,SUM,1788,9334,5,496,200,288,8,16,480,83,111
2004,333,wt,N,130,731,6,42,11,26,5,0,42,0,11
2004,333,wt,R,1658,8603,5,792,341,442,9,24,768,65,258
2004,333,wt,SUM,1788,9334,5,835,352,468,14,24,811,65,268
2004,335,all_deer,N,17,98,6,10,10,0,0,0,10,5,5
2004,335,all_deer,R,544,3913,7,284,200,84,0,15,269,91,104
2004,335,all_deer,SUM,561,4011,7,294,210,84,0,15,279,96,108
2004,335,md,N,17,98,6,10,10,0,0,0,10,5,5
2004,335,md,R,544,3913,7,254,178,76,0,15,239,82,93
2004,335,md,SUM,561,4011,7,264,188,76,0,15,249,87,98
2004,335,wt,N,17,98,6,0,0,0,0,0,0,0,0
2004,335,wt,R,544,3913,7,30,22,8,0,0,30,9,11
2004,335,wt,SUM,561,4011,7,30,22,8,0,0,30,9,11
2004,339,all_deer,N,29,174,6,9,9,0,0,2,7,9,0
2004,339,all_deer,R,522,3629,7,327,210,117,0,11,316,103,102
2004,339,all_deer,SUM,551,3803,7,336,219,117,0,13,323,112,102
2004,339,md,N,29,174,6,9,9,0,0,2,7,9,0
2004,339,md,R,522,3629,7,222,154,67,0,6,215,77,76
2004,339,md,SUM,551,3803,7,231,164,67,0,9,222,86,76
2004,339,wt,N,29,174,6,0,0,0,0,0,0,0,0
2004,339,wt,R,522,3629,7,104,56,48,0,4,99,26,27
2004,339,wt,SUM,551,3803,7,104,56,48,0,4,99,26,27
2004,340,all_deer,N,263,921,4,164,72,80,12,14,149,14,58
2004,340,all_deer,R,1315,7772,6,717,397,317,2,42,675,136,228
2004,340,all_deer,SUM,1578,8692,6,880,469,397,14,56,825,151,286
2004,340,md,N,263,921,4,31,18,12,1,0,31,7,11
2004,340,md,R,1315,7772,6,269,184,83,2,12,257,90,70
2004,340,md,SUM,1578,8692,6,300,202,95,3,12,288,97,80
2004,340,wt,N,263,921,4,133,54,68,11,14,119,7,47
2004,340,wt,R,1315,7772,6,447,212,234,0,30,418,47,159
2004,340,wt,SUM,1578,8692,6,581,267,302,11,44,537,54,206
2004,341,all_deer,N,51,285,6,10,7,3,0,0,10,4,4
2004,341,all_deer,R,484,3201,7,128,84,42,3,0,128,33,38
2004,341,all_deer,SUM,534,3487,7,138,91,44,3,0,138,36,41
2004,341,md,N,51,285,6,8,6,3,0,0,8,4,2
2004,341,md,R,484,3201,7,91,61,31,0,0,91,29,19
2004,341,md,SUM,534,3487,7,100,67,33,0,0,100,32,21
2004,341,wt,N,51,285,6,1,1,0,0,0,1,0,1
2004,341,wt,R,484,3201,7,37,23,11,3,0,37,4,19
2004,341,wt,SUM,534,3487,7,38,24,11,3,0,38,4,20
2004,343,all_deer,N,28,97,4,8,7,2,0,0,8,0,7
2004,343,all_deer,R,799,5267,7,343,253,91,0,11,333,132,120
2004,343,all_deer,SUM,827,5365,7,352,260,92,0,11,341,132,127
2004,343,md,N,28,97,4,8,7,2,0,0,8,0,7
2004,343,md,R,799,5267,7,275,213,62,0,3,272,113,101
2004,343,md,SUM,827,5365,7,283,220,63,0,3,280,113,108
2004,343,wt,N,28,97,4,0,0,0,0,0,0,0,0
2004,343,wt,R,799,5267,7,68,40,29,0,7,61,20,20
2004,343,wt,SUM,827,5365,7,68,40,29,0,7,61,20,20
2004,350,all_deer,N,26,135,5,4,4,0,0,0,4,0,4
2004,350,all_deer,R,505,3744,7,153,94,56,3,0,153,33,48
2004,350,all_deer,SUM,531,3879,7,157,98,56,3,0,157,33,52
2004,350,md,N,26,135,5,0,0,0,0,0,0,0,0
2004,350,md,R,505,3744,7,119,79,39,1,0,119,31,39
2004,350,md,SUM,531,3879,7,119,79,39,1,0,119,31,39
2004,350,wt,N,26,135,5,4,4,0,0,0,4,0,4
2004,350,wt,R,505,3744,7,35,16,18,1,0,35,2,10
2004,350,wt,SUM,531,3879,7,38,19,18,1,0,38,2,13
2004,360,all_deer,N,253,1237,5,118,97,21,0,4,114,51,46
2004,360,all_deer,R,698,3540,5,466,209,238,19,34,431,95,103
2004,360,all_deer,SUM,951,4776,5,583,306,259,19,38,546,146,148
2004,360,md,N,253,1237,5,86,84,2,0,4,83,44,40
2004,360,md,R,698,3540,5,132,106,20,6,4,128,56,42
2004,360,md,SUM,951,4776,5,218,190,22,6,7,211,100,82
2004,360,wt,N,253,1237,5,28,9,19,0,0,28,4,6
2004,360,wt,R,698,3540,5,332,101,218,13,31,302,38,61
2004,360,wt,SUM,951,4776,5,360,110,237,13,31,330,42,66
2004,361,all_deer,N,47,230,5,23,21,2,0,0,23,7,14
2004,361,all_deer,R,92,548,6,13,9,5,0,3,10,5,4
2004,361,all_deer,SUM,139,779,6,36,30,6,0,3,33,12,18
2004,361,md,N,47,230,5,19,18,2,0,0,19,4,14
2004,361,md,R,92,548,6,3,3,0,0,2,2,3,0
2004,361,md,SUM,139,779,6,23,21,2,0,2,21,7,14
2004,361,wt,N,47,230,5,4,4,0,0,0,4,4,0
2004,361,wt,R,92,548,6,10,5,5,0,2,9,2,4
2004,361,wt,SUM,139,779,6,14,9,5,0,2,12,5,4
2004,362,all_deer,N,127,739,6,13,13,0,0,0,13,4,9
2004,362,all_deer,R,160,857,5,42,22,20,0,2,41,18,4
2004,362,all_deer,SUM,287,1595,6,55,35,20,0,2,53,22,13
2004,362,md,N,127,739,6,13,13,0,0,0,13,4,9
2004,362,md,R,160,857,5,33,16,17,0,2,32,16,0
2004,362,md,SUM,287,1595,6,46,29,17,0,2,44,20,9
2004,362,wt,N,127,739,6,0,0,0,0,0,0,0,0
2004,362,wt,R,160,857,5,9,6,3,0,0,9,2,4
2004,362,wt,SUM,287,1595,6,9,6,3,0,0,9,2,4
2004,370,all_deer,N,17,64,4,4,4,0,0,0,4,4,0
2004,370,all_deer,R,310,1609,5,93,50,43,0,0,93,30,16
2004,370,all_deer,SUM,327,1673,5,97,53,43,0,0,97,34,16
2004,370,md,N,17,64,4,4,4,0,0,0,4,4,0
2004,370,md,R,310,1609,5,46,32,14,0,0,46,25,6
2004,370,md,SUM,327,1673,5,50,36,14,0,0,50,28,6
2004,370,wt,N,17,64,4,0,0,0,0,0,0,0,0
2004,370,wt,R,310,1609,5,45,16,29,0,0,45,4,11
2004,370,wt,SUM,327,1673,5,45,16,29,0,0,45,4,11
2004,380,all_deer,N,234,1167,5,68,42,25,0,4,64,12,27
2004,380,all_deer,R,1695,10004,6,1000,671,319,11,15,986,324,336
2004,380,all_deer,SUM,1929,11170,6,1068,713,344,11,18,1050,336,363
2004,380,md,N,234,1167,5,34,30,4,0,0,34,12,16
2004,380,md,R,1695,10004,6,641,469,171,2,3,637,254,207
2004,380,md,SUM,1929,11170,6,674,499,174,2,3,671,266,223
2004,380,wt,N,234,1167,5,34,12,22,0,4,30,0,11
2004,380,wt,R,1695,10004,6,360,202,148,9,11,348,69,129
2004,380,wt,SUM,1929,11170,6,394,214,170,9,15,379,69,140
2004,390,all_deer,N,34,169,5,11,11,0,0,0,11,2,9
2004,390,all_deer,R,240,1138,5,122,73,49,0,2,120,38,32
2004,390,all_deer,SUM,274,1307,5,133,84,49,0,2,132,40,42
2004,390,md,N,34,169,5,8,8,0,0,0,8,2,6
2004,390,md,R,240,1138,5,67,54,13,0,2,65,33,21
2004,390,md,SUM,274,1307,5,74,61,13,0,2,73,35,26
2004,390,wt,N,34,169,5,4,4,0,0,0,4,0,4
2004,390,wt,R,240,1138,5,56,19,36,0,0,56,6,12
2004,390,wt,SUM,274,1307,5,59,23,36,0,0,59,6,15
2004,391,all_deer,N,144,630,4,65,61,4,0,4,61,12,48
2004,391,all_deer,R,600,3458,6,302,224,75,3,11,291,93,119
2004,391,all_deer,SUM,744,4088,6,366,285,78,3,15,352,105,167
2004,391,md,N,144,630,4,44,44,0,0,4,41,10,34
2004,391,md,R,600,3458,6,186,149,36,1,9,178,72,71
2004,391,md,SUM,744,4088,6,231,194,36,1,12,218,82,105
2004,391,wt,N,144,630,4,20,16,4,0,0,20,2,14
2004,391,wt,R,600,3458,6,112,73,37,2,2,110,21,46
2004,391,wt,SUM,744,4088,6,132,89,41,2,2,130,23,60
2004,392,all_deer,N,78,463,6,60,51,9,0,0,60,4,47
2004,392,all_deer,R,984,7221,7,423,344,76,2,7,415,167,172
2004,392,all_deer,SUM,1062,7684,7,483,396,85,2,7,475,171,219
2004,392,md,N,78,463,6,43,40,4,0,0,43,4,36
2004,392,md,R,984,7221,7,352,301,50,2,7,345,157,138
